PRODUCT_NUM,DEPARTMENT,COMMODITY,BRAND_TY,NATURAL_ORGANIC_FLAG
7030631,NON-FOOD,CLOTHING,PRIVATE,N
7030692,NON-FOOD,GIFT,NATIONAL,N
7030711,NON-FOOD,GIFT,NATIONAL,N
7030746,NON-FOOD,GIFT,NATIONAL,N
7030758,FOOD,GROCERY STAPLE,PRIVATE,N
7030767,NON-FOOD,PERSONAL CARE,NATIONAL,N
7030768,FOOD,GROCERY STAPLE,NATIONAL,N
7030847,NON-FOOD,GIFT,NATIONAL,N
7030850,FOOD,ALCOHOL,PRIVATE,N
7030862,NON-FOOD,GIFT,NATIONAL,N
7030996,NON-FOOD,GIFT,NATIONAL,N
7031001,NON-FOOD,CLOTHING,NATIONAL,N
7031035,NON-FOOD,GIFT,NATIONAL,N
7031038,NON-FOOD,GIFT,NATIONAL,N
7031211,NON-FOOD,CLOTHING,PRIVATE,N
7031269,NON-FOOD,GIFT,NATIONAL,N
7031270,NON-FOOD,GIFT,NATIONAL,N
7031285,NON-FOOD,GIFT,NATIONAL,N
