PRODUCT_NUM,DEPARTMENT,COMMODITY,BRAND_TY,NATURAL_ORGANIC_FLAG
7,NON-FOOD,PERSONAL CARE,NATIONAL,N
201,FOOD,BEVERAGE - NON WATER,NATIONAL,N
542,FOOD,ALCOHOL,NATIONAL,N
543,FOOD,ALCOHOL,NATIONAL,N
2222,NON-FOOD,FLORAL,NATIONAL,N
2638,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
4306,NON-FOOD,FLORAL,NATIONAL,N
5325,NON-FOOD,PERSONAL CARE,NATIONAL,N
5864,FOOD,INTERNATIONAL FOOD,NATIONAL,N
6278,FOOD,GROCERY STAPLE,NATIONAL,N
6284,FOOD,INTERNATIONAL FOOD,NATIONAL,N
6437,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
6516,FOOD,GROCERY STAPLE,PRIVATE,N
6518,FOOD,GROCERY STAPLE,PRIVATE,N
6522,FOOD,GROCERY STAPLE,PRIVATE,N
6524,FOOD,GROCERY STAPLE,PRIVATE,N
6527,FOOD,GROCERY STAPLE,PRIVATE,N
6530,FOOD,BAKERY,PRIVATE,N
6532,FOOD,BAKERY,PRIVATE,N
6533,FOOD,BAKERY,PRIVATE,N
6542,FOOD,BAKERY,PRIVATE,N
6552,FOOD,GROCERY STAPLE,PRIVATE,N
6553,FOOD,GROCERY STAPLE,PRIVATE,N
6579,FOOD,BAKERY,PRIVATE,N
6583,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
6705,FOOD,GROCERY STAPLE,PRIVATE,N
6707,FOOD,GROCERY STAPLE,PRIVATE,N
6712,FOOD,GROCERY STAPLE,PRIVATE,N
6747,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
6814,FOOD,BEVERAGE - WATER,PRIVATE,N
6827,FOOD,BAKERY,PRIVATE,N
6932,FOOD,INTERNATIONAL FOOD,NATIONAL,N
7321,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
7359,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
7480,FOOD,PRODUCE,NATIONAL,N
7491,FOOD,PRODUCE,NATIONAL,N
7506,FOOD,PRODUCE,NATIONAL,N
7514,FOOD,PRODUCE,NATIONAL,N
7529,FOOD,PRODUCE,NATIONAL,N
7565,FOOD,PRODUCE,NATIONAL,N
7570,FOOD,PRODUCE,NATIONAL,N
7577,FOOD,PRODUCE,NATIONAL,N
7579,FOOD,PRODUCE,NATIONAL,N
7592,FOOD,PRODUCE,NATIONAL,N
7594,FOOD,PRODUCE,NATIONAL,N
7618,FOOD,PRODUCE,NATIONAL,N
7657,FOOD,PRODUCE,NATIONAL,N
7658,FOOD,PRODUCE,NATIONAL,N
7689,FOOD,PRODUCE,NATIONAL,N
7692,FOOD,PRODUCE,NATIONAL,N
7695,FOOD,PRODUCE,NATIONAL,N
7698,FOOD,PRODUCE,NATIONAL,N
7704,FOOD,PRODUCE,NATIONAL,N
7707,FOOD,PRODUCE,NATIONAL,N
7714,FOOD,PRODUCE,NATIONAL,N
7717,FOOD,PRODUCE,NATIONAL,N
7719,FOOD,PRODUCE,NATIONAL,N
7723,FOOD,PRODUCE,NATIONAL,N
7736,FOOD,PRODUCE,NATIONAL,N
7741,FOOD,PRODUCE,NATIONAL,N
7745,FOOD,PRODUCE,NATIONAL,N
7750,FOOD,PRODUCE,NATIONAL,N
7762,FOOD,PRODUCE,NATIONAL,N
7788,FOOD,PRODUCE,NATIONAL,N
7817,FOOD,PRODUCE,NATIONAL,N
7824,FOOD,PRODUCE,NATIONAL,N
7829,FOOD,PRODUCE,NATIONAL,N
7830,FOOD,PRODUCE,NATIONAL,N
7832,FOOD,PRODUCE,NATIONAL,N
7837,FOOD,PRODUCE,NATIONAL,N
7849,FOOD,PRODUCE,NATIONAL,N
7850,FOOD,PRODUCE,NATIONAL,N
7889,FOOD,PRODUCE,NATIONAL,N
7937,FOOD,PRODUCE,NATIONAL,N
7954,FOOD,PRODUCE,NATIONAL,N
8020,FOOD,PRODUCE,NATIONAL,N
8066,FOOD,PRODUCE,NATIONAL,N
8070,FOOD,PRODUCE,NATIONAL,N
8100,FOOD,PRODUCE,NATIONAL,N
8103,FOOD,PRODUCE,NATIONAL,N
8116,FOOD,PRODUCE,NATIONAL,N
8118,FOOD,PRODUCE,NATIONAL,N
8120,FOOD,PRODUCE,NATIONAL,N
8122,FOOD,PRODUCE,NATIONAL,N
8125,FOOD,PRODUCE,NATIONAL,N
8137,FOOD,PRODUCE,NATIONAL,N
8140,FOOD,PRODUCE,NATIONAL,N
8152,FOOD,PRODUCE,NATIONAL,N
8261,FOOD,PRODUCE,NATIONAL,N
8263,FOOD,PRODUCE,NATIONAL,N
8269,FOOD,PRODUCE,NATIONAL,N
8276,FOOD,PRODUCE,NATIONAL,N
8277,FOOD,PRODUCE,NATIONAL,N
8280,FOOD,PRODUCE,NATIONAL,N
8383,FOOD,PRODUCE,NATIONAL,N
8436,FOOD,PRODUCE,NATIONAL,N
8437,FOOD,PRODUCE,NATIONAL,N
8438,FOOD,PRODUCE,NATIONAL,N
8439,FOOD,PRODUCE,NATIONAL,N
8440,FOOD,PRODUCE,NATIONAL,N
8441,FOOD,PRODUCE,NATIONAL,N
8442,FOOD,PRODUCE,NATIONAL,N
8445,FOOD,PRODUCE,NATIONAL,N
8446,FOOD,PRODUCE,NATIONAL,N
8447,FOOD,PRODUCE,NATIONAL,N
8448,FOOD,PRODUCE,NATIONAL,N
8449,FOOD,PRODUCE,NATIONAL,N
8451,FOOD,PRODUCE,NATIONAL,N
8452,FOOD,PRODUCE,NATIONAL,N
8455,FOOD,PRODUCE,NATIONAL,N
8456,FOOD,PRODUCE,NATIONAL,N
8457,FOOD,PRODUCE,NATIONAL,N
8458,FOOD,PRODUCE,NATIONAL,N
8459,FOOD,PRODUCE,NATIONAL,N
8460,FOOD,PRODUCE,NATIONAL,N
8461,FOOD,PRODUCE,NATIONAL,N
8463,FOOD,PRODUCE,NATIONAL,N
8464,FOOD,PRODUCE,NATIONAL,N
8465,FOOD,PRODUCE,NATIONAL,N
8466,FOOD,PRODUCE,NATIONAL,N
8467,FOOD,PRODUCE,NATIONAL,N
8469,FOOD,PRODUCE,NATIONAL,N
8470,FOOD,PRODUCE,NATIONAL,N
8471,FOOD,PRODUCE,NATIONAL,N
8473,FOOD,PRODUCE,NATIONAL,N
8474,FOOD,PRODUCE,NATIONAL,N
8475,FOOD,PRODUCE,NATIONAL,N
8476,FOOD,PRODUCE,NATIONAL,N
8477,FOOD,PRODUCE,NATIONAL,N
8478,FOOD,PRODUCE,NATIONAL,N
8480,FOOD,PRODUCE,NATIONAL,N
8481,FOOD,PRODUCE,NATIONAL,N
8485,FOOD,PRODUCE,NATIONAL,N
8486,FOOD,PRODUCE,NATIONAL,N
8487,FOOD,PRODUCE,NATIONAL,N
8488,FOOD,PRODUCE,NATIONAL,N
8489,FOOD,PRODUCE,NATIONAL,N
8490,FOOD,PRODUCE,NATIONAL,N
8491,FOOD,PRODUCE,NATIONAL,N
8492,FOOD,PRODUCE,NATIONAL,N
8493,FOOD,PRODUCE,NATIONAL,N
8494,FOOD,PRODUCE,NATIONAL,N
8495,FOOD,PRODUCE,NATIONAL,N
8496,FOOD,PRODUCE,NATIONAL,N
8497,FOOD,PRODUCE,NATIONAL,N
8498,FOOD,PRODUCE,NATIONAL,N
8499,FOOD,PRODUCE,NATIONAL,N
8500,FOOD,PRODUCE,NATIONAL,N
8501,FOOD,PRODUCE,NATIONAL,N
8502,FOOD,PRODUCE,NATIONAL,N
8503,FOOD,PRODUCE,NATIONAL,N
8504,FOOD,PRODUCE,NATIONAL,N
8505,FOOD,PRODUCE,NATIONAL,N
8506,FOOD,PRODUCE,NATIONAL,N
8507,FOOD,PRODUCE,NATIONAL,N
8508,FOOD,PRODUCE,NATIONAL,N
8509,FOOD,PRODUCE,NATIONAL,N
8510,FOOD,PRODUCE,NATIONAL,N
8511,FOOD,PRODUCE,NATIONAL,N
8512,FOOD,PRODUCE,NATIONAL,N
8513,FOOD,PRODUCE,NATIONAL,N
8514,FOOD,PRODUCE,NATIONAL,N
8515,FOOD,PRODUCE,NATIONAL,N
8516,FOOD,PRODUCE,NATIONAL,N
8517,FOOD,PRODUCE,NATIONAL,N
8518,FOOD,PRODUCE,NATIONAL,N
8525,FOOD,PRODUCE,NATIONAL,N
8550,FOOD,PRODUCE,NATIONAL,N
8551,FOOD,PRODUCE,NATIONAL,N
8552,FOOD,PRODUCE,NATIONAL,N
8553,FOOD,PRODUCE,NATIONAL,N
8554,FOOD,PRODUCE,NATIONAL,N
8555,FOOD,PRODUCE,NATIONAL,N
8556,FOOD,PRODUCE,NATIONAL,N
8557,FOOD,PRODUCE,NATIONAL,N
8558,FOOD,PRODUCE,NATIONAL,N
8559,FOOD,PRODUCE,NATIONAL,N
8560,FOOD,PRODUCE,NATIONAL,N
8561,FOOD,PRODUCE,NATIONAL,N
8581,FOOD,PRODUCE,NATIONAL,N
8583,FOOD,PRODUCE,NATIONAL,N
8585,FOOD,PRODUCE,NATIONAL,N
8587,FOOD,PRODUCE,NATIONAL,N
8588,FOOD,PRODUCE,NATIONAL,N
8589,FOOD,PRODUCE,NATIONAL,N
8590,FOOD,PRODUCE,NATIONAL,N
8591,FOOD,PRODUCE,NATIONAL,N
8596,FOOD,PRODUCE,NATIONAL,N
8604,FOOD,PRODUCE,NATIONAL,N
8614,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
8617,FOOD,PRODUCE,NATIONAL,N
8623,FOOD,PRODUCE,NATIONAL,N
8635,FOOD,PRODUCE,NATIONAL,N
8636,FOOD,PRODUCE,NATIONAL,N
8640,FOOD,PRODUCE,NATIONAL,N
8642,FOOD,PRODUCE,NATIONAL,N
8644,FOOD,PRODUCE,NATIONAL,N
8650,FOOD,PRODUCE,NATIONAL,N
8651,FOOD,PRODUCE,NATIONAL,N
8653,FOOD,PRODUCE,NATIONAL,N
8669,FOOD,PRODUCE,NATIONAL,N
8670,FOOD,PRODUCE,NATIONAL,N
8671,FOOD,PRODUCE,NATIONAL,N
8672,FOOD,PRODUCE,NATIONAL,N
8693,FOOD,PRODUCE,NATIONAL,N
8694,FOOD,PRODUCE,NATIONAL,N
8696,FOOD,PRODUCE,NATIONAL,N
8698,FOOD,PRODUCE,NATIONAL,N
8699,FOOD,PRODUCE,NATIONAL,N
8700,FOOD,PRODUCE,NATIONAL,N
8701,FOOD,PRODUCE,NATIONAL,N
8708,FOOD,PRODUCE,NATIONAL,N
8713,FOOD,PRODUCE,NATIONAL,N
8715,FOOD,PRODUCE,NATIONAL,N
8716,FOOD,PRODUCE,NATIONAL,N
8722,FOOD,PRODUCE,NATIONAL,N
8723,FOOD,PRODUCE,NATIONAL,N
8729,FOOD,PRODUCE,NATIONAL,N
8736,FOOD,PRODUCE,NATIONAL,N
8737,FOOD,PRODUCE,NATIONAL,N
8739,FOOD,PRODUCE,NATIONAL,N
8748,FOOD,PRODUCE,NATIONAL,N
8781,FOOD,PRODUCE,NATIONAL,N
8784,FOOD,PRODUCE,NATIONAL,N
8786,FOOD,PRODUCE,NATIONAL,N
8789,FOOD,PRODUCE,NATIONAL,N
8802,FOOD,PRODUCE,NATIONAL,N
8803,FOOD,PRODUCE,NATIONAL,N
8804,FOOD,PRODUCE,NATIONAL,N
8805,FOOD,PRODUCE,NATIONAL,N
8806,FOOD,PRODUCE,NATIONAL,N
8808,FOOD,PRODUCE,NATIONAL,N
8810,FOOD,PRODUCE,NATIONAL,N
8811,FOOD,PRODUCE,NATIONAL,N
8815,FOOD,PRODUCE,NATIONAL,N
8817,FOOD,PRODUCE,NATIONAL,N
8818,FOOD,PRODUCE,NATIONAL,N
8819,FOOD,PRODUCE,NATIONAL,N
8824,FOOD,PRODUCE,NATIONAL,N
8828,FOOD,PRODUCE,NATIONAL,N
8829,FOOD,PRODUCE,NATIONAL,N
8831,FOOD,PRODUCE,NATIONAL,N
8832,FOOD,PRODUCE,NATIONAL,N
8834,FOOD,PRODUCE,NATIONAL,N
8846,FOOD,PRODUCE,NATIONAL,N
8848,FOOD,PRODUCE,NATIONAL,N
8852,FOOD,PRODUCE,NATIONAL,N
8860,FOOD,PRODUCE,NATIONAL,N
8870,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
8880,FOOD,PRODUCE,PRIVATE,N
8892,FOOD,PRODUCE,NATIONAL,N
8897,FOOD,PRODUCE,NATIONAL,N
8898,FOOD,PRODUCE,NATIONAL,N
8899,FOOD,PRODUCE,NATIONAL,N
8903,FOOD,PRODUCE,NATIONAL,N
8906,FOOD,PRODUCE,NATIONAL,N
8907,FOOD,PRODUCE,NATIONAL,N
8908,FOOD,PRODUCE,NATIONAL,N
8910,FOOD,PRODUCE,NATIONAL,N
8914,FOOD,GROCERY STAPLE,NATIONAL,N
8922,FOOD,PRODUCE,NATIONAL,N
8926,FOOD,PRODUCE,NATIONAL,N
8931,FOOD,PRODUCE,NATIONAL,N
8935,FOOD,PRODUCE,NATIONAL,N
8937,FOOD,PRODUCE,NATIONAL,N
8938,FOOD,PRODUCE,NATIONAL,N
8941,FOOD,PRODUCE,NATIONAL,N
8942,FOOD,PRODUCE,NATIONAL,N
8943,FOOD,PRODUCE,NATIONAL,N
8945,FOOD,PRODUCE,NATIONAL,N
8946,FOOD,PRODUCE,NATIONAL,N
8947,FOOD,PRODUCE,NATIONAL,N
8948,FOOD,PRODUCE,NATIONAL,N
8950,FOOD,PRODUCE,NATIONAL,N
8951,FOOD,PRODUCE,NATIONAL,N
8952,FOOD,PRODUCE,NATIONAL,N
8953,FOOD,PRODUCE,NATIONAL,N
8954,FOOD,PRODUCE,NATIONAL,N
8958,FOOD,PRODUCE,NATIONAL,N
8959,FOOD,PRODUCE,NATIONAL,N
8960,FOOD,PRODUCE,NATIONAL,N
8961,FOOD,PRODUCE,NATIONAL,N
8962,FOOD,PRODUCE,NATIONAL,N
8964,FOOD,PRODUCE,NATIONAL,N
8969,FOOD,PRODUCE,NATIONAL,N
8971,FOOD,PRODUCE,PRIVATE,N
8972,FOOD,PRODUCE,NATIONAL,N
8978,FOOD,PRODUCE,NATIONAL,N
8979,FOOD,PRODUCE,NATIONAL,N
8980,FOOD,PRODUCE,NATIONAL,N
8986,FOOD,PRODUCE,NATIONAL,N
8989,FOOD,PRODUCE,NATIONAL,N
8992,FOOD,PRODUCE,NATIONAL,N
8994,FOOD,PRODUCE,NATIONAL,N
8995,FOOD,PRODUCE,NATIONAL,N
9000,FOOD,PRODUCE,NATIONAL,N
9001,FOOD,PRODUCE,NATIONAL,N
9004,FOOD,GROCERY STAPLE,NATIONAL,N
9005,FOOD,GROCERY STAPLE,NATIONAL,N
9006,FOOD,GROCERY STAPLE,NATIONAL,N
9008,FOOD,PRODUCE,NATIONAL,N
9010,FOOD,PRODUCE,NATIONAL,N
9011,FOOD,PRODUCE,NATIONAL,N
9012,FOOD,PRODUCE,NATIONAL,N
9014,FOOD,PRODUCE,NATIONAL,N
9015,FOOD,PRODUCE,NATIONAL,N
9016,FOOD,PRODUCE,NATIONAL,N
9020,FOOD,PRODUCE,NATIONAL,N
9021,FOOD,PRODUCE,NATIONAL,N
9022,FOOD,PRODUCE,NATIONAL,N
9023,FOOD,PRODUCE,NATIONAL,N
9024,FOOD,PRODUCE,NATIONAL,N
9026,FOOD,PRODUCE,NATIONAL,N
9027,FOOD,PRODUCE,NATIONAL,N
9030,FOOD,PRODUCE,NATIONAL,N
9031,FOOD,PRODUCE,NATIONAL,N
9034,FOOD,PRODUCE,NATIONAL,N
9039,FOOD,PRODUCE,NATIONAL,N
9042,FOOD,PRODUCE,NATIONAL,N
9044,FOOD,PRODUCE,NATIONAL,N
9045,FOOD,PRODUCE,NATIONAL,N
9049,FOOD,PRODUCE,NATIONAL,N
9050,FOOD,PRODUCE,NATIONAL,N
9052,FOOD,PRODUCE,NATIONAL,N
9053,FOOD,PRODUCE,NATIONAL,N
9056,FOOD,PRODUCE,NATIONAL,N
9057,FOOD,PRODUCE,NATIONAL,N
9058,FOOD,PRODUCE,NATIONAL,N
9059,FOOD,PRODUCE,NATIONAL,N
9060,FOOD,PRODUCE,NATIONAL,N
9063,FOOD,PRODUCE,NATIONAL,N
9064,FOOD,PRODUCE,NATIONAL,N
9066,FOOD,PRODUCE,NATIONAL,N
9069,FOOD,PRODUCE,NATIONAL,N
9071,FOOD,PRODUCE,NATIONAL,N
9074,FOOD,PRODUCE,NATIONAL,N
9075,FOOD,PRODUCE,NATIONAL,N
9076,FOOD,PRODUCE,NATIONAL,N
9081,FOOD,PRODUCE,NATIONAL,N
9082,FOOD,PRODUCE,NATIONAL,N
9083,FOOD,PRODUCE,NATIONAL,N
9087,FOOD,PRODUCE,NATIONAL,N
9094,FOOD,PRODUCE,NATIONAL,N
9095,FOOD,PRODUCE,NATIONAL,N
9099,FOOD,PRODUCE,NATIONAL,N
9103,FOOD,PRODUCE,NATIONAL,N
9104,FOOD,PRODUCE,NATIONAL,N
9105,FOOD,PRODUCE,NATIONAL,N
9106,FOOD,PRODUCE,NATIONAL,N
9107,FOOD,PRODUCE,NATIONAL,N
9110,FOOD,PRODUCE,NATIONAL,N
9117,FOOD,PRODUCE,NATIONAL,N
9119,FOOD,PRODUCE,NATIONAL,N
9120,FOOD,PRODUCE,NATIONAL,N
9121,FOOD,PRODUCE,NATIONAL,N
9128,FOOD,PRODUCE,NATIONAL,N
9129,FOOD,PRODUCE,NATIONAL,N
9130,FOOD,PRODUCE,NATIONAL,N
9132,FOOD,PRODUCE,NATIONAL,N
9136,FOOD,PRODUCE,NATIONAL,N
9138,FOOD,PRODUCE,NATIONAL,N
9139,FOOD,PRODUCE,NATIONAL,N
9141,FOOD,PRODUCE,NATIONAL,N
9144,FOOD,PRODUCE,NATIONAL,N
9145,FOOD,PRODUCE,NATIONAL,N
9146,FOOD,PRODUCE,NATIONAL,N
9149,FOOD,PRODUCE,NATIONAL,N
9150,FOOD,PRODUCE,NATIONAL,N
9151,FOOD,PRODUCE,NATIONAL,N
9152,FOOD,PRODUCE,NATIONAL,N
9153,FOOD,PRODUCE,NATIONAL,N
9154,FOOD,PRODUCE,NATIONAL,N
9155,FOOD,PRODUCE,NATIONAL,N
9156,FOOD,PRODUCE,NATIONAL,N
9161,FOOD,PRODUCE,NATIONAL,N
9164,FOOD,PRODUCE,NATIONAL,N
9165,FOOD,PRODUCE,NATIONAL,N
9166,FOOD,PRODUCE,NATIONAL,N
9167,FOOD,PRODUCE,NATIONAL,N
9170,FOOD,PRODUCE,NATIONAL,N
9176,FOOD,PRODUCE,NATIONAL,N
9178,FOOD,PRODUCE,NATIONAL,N
9185,FOOD,PRODUCE,NATIONAL,N
9188,FOOD,PRODUCE,NATIONAL,N
9190,FOOD,PRODUCE,NATIONAL,N
9192,FOOD,PRODUCE,NATIONAL,N
9193,FOOD,PRODUCE,NATIONAL,N
9194,FOOD,PRODUCE,NATIONAL,N
9195,FOOD,PRODUCE,NATIONAL,N
9199,FOOD,PRODUCE,NATIONAL,N
9202,FOOD,PRODUCE,NATIONAL,N
9205,FOOD,PRODUCE,NATIONAL,N
9209,FOOD,PRODUCE,NATIONAL,N
9210,FOOD,PRODUCE,NATIONAL,N
9211,FOOD,PRODUCE,NATIONAL,N
9212,FOOD,PRODUCE,NATIONAL,N
9213,FOOD,PRODUCE,NATIONAL,N
9215,FOOD,PRODUCE,NATIONAL,N
9226,FOOD,PRODUCE,NATIONAL,N
9229,FOOD,PRODUCE,NATIONAL,N
9239,FOOD,PRODUCE,NATIONAL,N
9240,FOOD,PRODUCE,NATIONAL,N
9242,FOOD,INTERNATIONAL FOOD,NATIONAL,N
9243,FOOD,PRODUCE,NATIONAL,N
9255,FOOD,PRODUCE,NATIONAL,N
9262,FOOD,PRODUCE,NATIONAL,N
9276,FOOD,GROCERY STAPLE,NATIONAL,N
9281,FOOD,GROCERY STAPLE,NATIONAL,N
9286,FOOD,GROCERY STAPLE,NATIONAL,N
9287,FOOD,GROCERY STAPLE,NATIONAL,N
9288,FOOD,GROCERY STAPLE,NATIONAL,N
9303,FOOD,PRODUCE,NATIONAL,N
9308,FOOD,GROCERY STAPLE,NATIONAL,N
9310,FOOD,GROCERY STAPLE,NATIONAL,N
9311,FOOD,GROCERY STAPLE,NATIONAL,N
9312,FOOD,GROCERY STAPLE,NATIONAL,N
9313,FOOD,GROCERY STAPLE,NATIONAL,N
9315,FOOD,GROCERY STAPLE,NATIONAL,N
9320,FOOD,GROCERY STAPLE,NATIONAL,N
9326,FOOD,GROCERY STAPLE,NATIONAL,N
9339,FOOD,PRODUCE,NATIONAL,N
9340,FOOD,PRODUCE,NATIONAL,N
10572,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
10579,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
11740,FOOD,BAKERY,NATIONAL,N
18476,NON-FOOD,HOUSEHOLD,NATIONAL,N
18819,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
24813,FOOD,BEVERAGE - WATER,PRIVATE,N
25731,FOOD,PRODUCE,NATIONAL,N
25732,FOOD,PRODUCE,NATIONAL,N
25735,FOOD,PRODUCE,NATIONAL,N
25739,FOOD,PRODUCE,NATIONAL,N
25740,FOOD,PRODUCE,NATIONAL,N
25784,FOOD,PRODUCE,NATIONAL,N
26366,FOOD,PRODUCE,NATIONAL,N
26493,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
26553,FOOD,PRODUCE,NATIONAL,N
28136,FOOD,MEAT - CHICKEN,NATIONAL,N
28140,FOOD,MEAT - TURKEY,NATIONAL,N
28149,FOOD,MEAT - BEEF,NATIONAL,N
29913,FOOD,BULK PRODUCTS,NATIONAL,N
32521,FOOD,PRODUCE,NATIONAL,N
32526,FOOD,PRODUCE,NATIONAL,N
32539,FOOD,PRODUCE,NATIONAL,N
32548,FOOD,PRODUCE,NATIONAL,N
32571,FOOD,PRODUCE,NATIONAL,N
32625,FOOD,PRODUCE,NATIONAL,N
32635,FOOD,PRODUCE,NATIONAL,N
32662,FOOD,PRODUCE,NATIONAL,N
32696,FOOD,PRODUCE,NATIONAL,N
32702,FOOD,PRODUCE,NATIONAL,N
32704,FOOD,PRODUCE,NATIONAL,N
32706,FOOD,PRODUCE,PRIVATE,N
32707,FOOD,PRODUCE,PRIVATE,N
32714,FOOD,PRODUCE,NATIONAL,N
32719,FOOD,PRODUCE,NATIONAL,N
32721,FOOD,PRODUCE,NATIONAL,N
32723,FOOD,PRODUCE,NATIONAL,N
32725,FOOD,PRODUCE,NATIONAL,N
32728,FOOD,PRODUCE,NATIONAL,N
32729,FOOD,PRODUCE,NATIONAL,N
32731,FOOD,PRODUCE,NATIONAL,N
32733,FOOD,PRODUCE,NATIONAL,N
32735,FOOD,PRODUCE,NATIONAL,N
32740,FOOD,PRODUCE,PRIVATE,N
32741,FOOD,PRODUCE,NATIONAL,N
32742,FOOD,PRODUCE,NATIONAL,N
32744,FOOD,PRODUCE,NATIONAL,N
32745,FOOD,PRODUCE,NATIONAL,N
32747,FOOD,PRODUCE,NATIONAL,N
32748,FOOD,PRODUCE,NATIONAL,N
32749,FOOD,PRODUCE,NATIONAL,N
32750,FOOD,PRODUCE,NATIONAL,N
32751,FOOD,PRODUCE,NATIONAL,N
32752,FOOD,PRODUCE,NATIONAL,N
32754,FOOD,PRODUCE,NATIONAL,N
32755,FOOD,PRODUCE,NATIONAL,N
32756,FOOD,PRODUCE,NATIONAL,N
32759,FOOD,PRODUCE,PRIVATE,N
32760,FOOD,PRODUCE,NATIONAL,N
32761,FOOD,PRODUCE,NATIONAL,N
32762,FOOD,PRODUCE,NATIONAL,N
32767,FOOD,PRODUCE,NATIONAL,N
32768,FOOD,PRODUCE,NATIONAL,N
32769,FOOD,PRODUCE,NATIONAL,N
32770,FOOD,PRODUCE,NATIONAL,N
32771,FOOD,PRODUCE,NATIONAL,N
32773,FOOD,PRODUCE,NATIONAL,N
32774,FOOD,PRODUCE,NATIONAL,N
32787,FOOD,PRODUCE,NATIONAL,N
32788,FOOD,PRODUCE,NATIONAL,N
32791,FOOD,PRODUCE,NATIONAL,N
32792,FOOD,PRODUCE,NATIONAL,N
32811,FOOD,PRODUCE,NATIONAL,N
32812,FOOD,PRODUCE,NATIONAL,N
32819,FOOD,PRODUCE,NATIONAL,N
32820,FOOD,PRODUCE,NATIONAL,N
32835,FOOD,PRODUCE,NATIONAL,N
32865,FOOD,PRODUCE,NATIONAL,N
32900,FOOD,PRODUCE,NATIONAL,N
32912,FOOD,PRODUCE,NATIONAL,N
32919,FOOD,PRODUCE,NATIONAL,N
32927,FOOD,PRODUCE,NATIONAL,N
32959,FOOD,PRODUCE,PRIVATE,N
32960,FOOD,PRODUCE,PRIVATE,N
32965,FOOD,GROCERY STAPLE,NATIONAL,N
32977,FOOD,PRODUCE,NATIONAL,N
32980,FOOD,PRODUCE,NATIONAL,N
32986,FOOD,PRODUCE,NATIONAL,N
33000,FOOD,PRODUCE,NATIONAL,N
33004,FOOD,PRODUCE,NATIONAL,N
33009,FOOD,PRODUCE,NATIONAL,N
33012,FOOD,PRODUCE,NATIONAL,N
33018,FOOD,GROCERY STAPLE,NATIONAL,N
33020,FOOD,GROCERY STAPLE,NATIONAL,N
33027,FOOD,PRODUCE,NATIONAL,N
33029,FOOD,PRODUCE,NATIONAL,N
33031,FOOD,PRODUCE,NATIONAL,N
33034,FOOD,PRODUCE,NATIONAL,N
33035,FOOD,PRODUCE,NATIONAL,N
33036,FOOD,PRODUCE,PRIVATE,N
33047,FOOD,PRODUCE,NATIONAL,N
33048,FOOD,PRODUCE,NATIONAL,N
33049,FOOD,PRODUCE,NATIONAL,N
33058,FOOD,PRODUCE,NATIONAL,N
33062,FOOD,PRODUCE,NATIONAL,N
33063,FOOD,PRODUCE,NATIONAL,N
33064,FOOD,PRODUCE,NATIONAL,N
33066,FOOD,PRODUCE,NATIONAL,N
33075,FOOD,PRODUCE,NATIONAL,N
33078,FOOD,PRODUCE,NATIONAL,N
33087,FOOD,PRODUCE,NATIONAL,N
33090,FOOD,PRODUCE,NATIONAL,N
33091,FOOD,PRODUCE,NATIONAL,N
33097,FOOD,PRODUCE,NATIONAL,N
33109,FOOD,PRODUCE,NATIONAL,N
33110,FOOD,PRODUCE,NATIONAL,N
33133,FOOD,GROCERY STAPLE,NATIONAL,N
33135,FOOD,GROCERY STAPLE,NATIONAL,N
33137,FOOD,GROCERY STAPLE,NATIONAL,N
33139,FOOD,GROCERY STAPLE,NATIONAL,N
33141,FOOD,GROCERY STAPLE,NATIONAL,N
33143,FOOD,GROCERY STAPLE,NATIONAL,N
33146,FOOD,GROCERY STAPLE,NATIONAL,N
33154,FOOD,PRODUCE,NATIONAL,N
33365,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
33368,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
33370,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
33372,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
33382,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
33384,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
33386,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
33391,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
33395,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
33409,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
33410,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
33413,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
33414,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
33417,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
33419,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
33431,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
33442,FOOD,IN STORE FOOD SERVICE,NATIONAL,N
